username	tweet	hashtags	mentions
ReutersZengerle	RT @maustermuhle: One more Taylor Swift observation: D.C. could invite her to perform at RFK, and to close out the show she could lead the…	[]	['maustermuhle']
midem	First Taylor Swift took issue w/ music streaming firms, now it's Neil Young's turn  http://sco.lt/75QiYr  @SkyNews pic.twitter.com/XT2TAt9evk	[]	['skynews']
facesbysarah	I LOVE jerseyshore! RT @Sobban: Jersey Shore, Taylor Swift, Justin Bieber, Rebecca Black, Lady Gaga. Reasons why I ...  http://tmi.me/7L0UI	[]	['sobban']
melissaq007	Like Taylor Swift says.. the haters will keep hating... shake it off. The palette looks amazing! Those swatches had me like 😳😳😳!	[]	['laura88lee']
CalJamieson	RT @ConnollySociety: Homeless sent out of #Edinburgh to make room for Taylor Swift fans money. https://t.co/sVA6ZakFQK	['Edinburgh']	['ConnollySociety']
Slate	"Slate
6hTaylor Swift wouldn't be Taylor Swift without Red.
slate.com
Taylor Swift’s Red Re-Release Proves What Swifties Always Knew
Critics shrugged off the album the first time around. Now they can hear it for what it really is."	[]	['Slate']
JamesSantelli	RT @seangentille: Bob Huggins blew a tire literally 500 feet from the Taylor Swift concert, and that was that.	[]	['seangentille']
Playerinthgame	RT @amandalhu: The most wild thing about Taylor Swift being at the Super Bowl is that Israel is bombing Rafah Crossing where hundreds of th…	['']	['amandalhu']
nbcnews	"Watch Lady Gaga, Paul McCartney, Elton John, Taylor Swift, Jennifer Lopez, Lizzo, Billie Eilish and more join forces for ""One World: Together At Home,"" a special to support the World Health Organization and fight to end COVID-19.

Watch at 8 p.m. ET on the networks of @NBCNews. pic.twitter.com/w9Npf3oAcs"	[]	['nbcnews']
GrogsGamut	RT @simonrbriggs: Does this picture make it look as if Taylor Swift is about to unleash a lethal left-arm wrist-spinner? Or do I just have…	['']	['simonrbriggs']
J14Magazine	"J-14 Magazine
8hJoe Alwyn gave a rare quote about his relationship with Taylor Swift while promoting his upcoming show. --> https://bit.ly/35V6onL"	[]	['J14Magazine']
fuckit_ilove	"RT @vmas: Sending a huge congrats to @taylorswift13❤️ 

Taylor Swift took home the #VMA for Best Longform Video! https://t.co/xi1LFevCaE"	['VMA']	['vmas', 'taylorswift13']
fiyaevermore	RT @billboard: Taylor Swift is set to receive the Innovator award at the 2023 iHeartRadio Music Awards. 🏆  https://t.co/owAfFxyCfo	[]	['billboard']
thebrekkyclub	@ClubDeFromage as always, the best Saturday night in London. And you've added Taylor Swift to your repertoire, who says you can't adapt	[]	['clubdefromage']
integosecurity	Taylor Swift may have given us a huge clue about #Apple's plans to hurt #Spotify  http://www.businessinsider.com/taylor-swift-may-have-given-us-a-huge-clue-about-apples-plans-to-hurt-spotify-2015-5 … by @Jim_Edwards via @sai #Tech	['#apple', '#spotify', '#tech']	['jim_edwards', 'sai']
charlottefive	Dogs in the office and ‘Taylor Swift Tuesdays’: Here’s what annoys coworkers  http://bit.ly/2Gp8KMx  #CLT5 Story: @kimlawson22 Photo: Marvin Meyer / @unsplash pic.twitter.com/mPr20nwcae	['#clt5']	['kimlawson22', 'unsplash']
IWriteAllDay_	RT @yumcoconutmilk: Do y’all realize that Taylor swift is 33. She’s thirty fucking three. She’s not some young girl making mistakes until s…	[]	['yumcoconutmilk']
TheQHBlend	RT @RollingStone: Taylor Swift gave bonuses totaling over $55 million to each person working on her show — from dancers to sound technician…	[]	['RollingStone']
KLAYCH33	"RT @Notfance: Artists like Beyonce, Rihanna, Britney Spears, Shakira and Taylor Swift are legends. They have nothing to prove. 

Beyonce is…"	[]	['Notfance']
brihindthescene	RT @jamesfactora: it's insane to me that people think that taylor swift having a trans man in her music video is .... queerbaiting........…	[]	['jamesfactora']
Insider747	"When you get hip to AI generated music
and find out that i dont have to follow any artist.
I can follow myself now🤣
And lets alter this Taylor Swift song and make
Beyonce sing it instead.
@alice_wonder 
https://t.co/Vh0YyFeOWy"	[]	['alice_wonder']
fuckit_ilove	RT @TSwiftNZ: �� | Taylor Swift and @dylanobrien in the audience dancing to @lizzo’s performance #VMAs https://t.co/o7azho7wwR	['VMAs']	['TSwiftNZ', 'dylanobrien', 'lizzo']
lulusdotcom	"""Taylor Swift’s Top 11 Power Plays"" from @voguemagazine  http://vogue.cm/1BHxdXi  pic.twitter.com/vAPTJ8gSni"	[]	['voguemagazine']
redenimwear	Jean shopping is *Taylor Swift voice* exhausting. Kick back as our stylists pick out your jeans & feed you grapes.  http://www.redenim.com 	[]	['cariberlin']
wesgay	Those things have been part of his style for at least a decade. Back then he just had all of that when he interrupted Taylor Swift’s acceptance speech	[]	['jakedudley']
nickchavezbh	The Best #Beauty Looks of the Week: Taylor Swift, Miranda Kerr, and Cara Delevingne  http://www.vogue.com/vogue-daily/article/best-beauty-looks-of-the-week-taylor-swift-miranda-kerr-cara-delevingne-and-more/ … via @voguemagazine	['#beauty']	['voguemagazine']
therecordsguru	#InfoGov News: Taylor Swift tracked stalkers with facial recognition tech at her concert - @verge  http://ow.ly/WF9m30mYl4F 	['#infogov']	['verge']
makeawishca	Wish Kid Sydney finds out her wish to meet Taylor Swift is coming true in August! @MakeaWishNAB  http://ow.ly/lSmlc 	[]	['makeawishnab']
HuffPostEnt	"HuffPost Ent
Sep 14The ""Blank Space"" singer went unnoticed.
Taylor Swift And Ed Sheeran Walked Into A Pub And What Happened Was No Joke
The ""Blank Space"" singer went unnoticed.
huffpost.com"	[]	['HuffPostEnt']
kevwilliamson	@FollowingRoom @dewaynejones the Writer's room violated my Taylor Swift doll today. #traumatized pic.twitter.com/ebfcOLY3Nt	['#traumatized']	['followingroom', 'dewaynejones']
agreenphotog	RT @tswifterastour: 🚨| Taylor Swift performs “Question…?” from “Midnights” as the 1st surprise song for Day 2 of ‘The Eras Tour’ in Foxboro…	[]	['tswifterastour']
thefiercewalker	"RT @ThePopTingz: Celebrity break ups and divorces this year: 

Taylor Swift &amp; Joe Alwyn
Ariana Grande &amp; Dalton Gomez
Billie Eilish &amp; Jesse…"	[]	['ThePopTingz']
kchristine	"Selling TWO (2) VIP FLOOR tickets to the show in Inglewood at SoFi Stadium on 8/3 TODAY 
💌 Selling for $1785 TOTAL
💌 DM @MisfitCow if interested
(tickets and price have been verified) 
💌 ONLY USE PAYPAL G&amp;S‼️

🏷 Eras Tour, Taylor Swift https://t.co/ZT47z7Ibib"	[]	['MisfitCow']
mtpallas	RT @leeovalentin: Hoody Johnson gets Taylor Swift Tickets #TakeFlight #Jets 😂😂😂 https://t.co/u01eSGwosH	['TakeFlight', 'Jets']	['leeovalentin']
StarCinema	"Star Cinema
Sep 28Like all of us, Jayda is obsessed with ""august"" by Taylor Swift! FIND OUT HERE:
EXCLUSIVE: Jayda shares her rainy day playlist | Star Cinema
Jayda loves to curate hugot songs! 
starcinema.abs-cbn.com"	[]	['StarCinema']
DollRevolution	RT @UMAW_: The Taylor Swift presale didn't have to be a disaster, but Ticketmaster now controls 70% of the primary ticketing and live event…	[]	['UMAW_']
fatimas21366999	Gonna ask a really crazy question, are there any bands that interest you today? I don’t really listen to music anymore, but I also notice that there’s not much good, either, or maybe it just get drowned out under the Taylor Swift and Rihanna Stans...	[]	['incognitodef']
ohsocynthia	Taylor Swift is coming to this yr's @StateFairOfTX!! (sort of)  http://bit.ly/28VDBNp  pic.twitter.com/E3Ti9oPfwK	[]	['statefairoftx']
TheAVClub	RT @TheAVClub: Taylor Swift rewrites history with a new version of Midnights https://t.co/SuaBSmQLfZ https://t.co/1B1Fh537wt	[]	['TheAVClub']
917wvxu	"It was 4 a.m. on Saturday, and 
@jalmendarez57
 was wearing her 
@taylorswift13
 cardigan in front of Jet Age Records in Newport. 

Why, you ask? 

Sure, it was Record Store Day, but it also was an experience you simply can't get with the tap of the keyboard.
wvxu.org
Nostalgia reigns alongside vinyl on Record Store Day
A limited release Taylor Swift vinyl brought the joy of waiting in line for hours for a coveted release to a new generation of music listeners."	[]	['jalmendarez57', 'taylorswift13']
gong	'Calvin Harris And Taylor Swift's Relationship Drama Just Escalated REAL FAST' ...  http://g.gon.gg/m/1EmkC9ghZu  via @Gong pic.twitter.com/G1nI9U0jkM	[]	['gong']
Aksents_DCR	RT @Fightful: MJF To Roderick Strong: Listen To Some Taylor Swift And Shake It Off You Bland Bitch https://t.co/2wQs45tRC2	[]	['Fightful']
economics	RT @opinion: A recession? In Taylor’s economy? With every #TSTheErasTour stop, Taylor Swift is giving a big economic boost to the city that…	['TSTheErasTour']	['opinion']
taysdaisyy	"haley
16hi never thought i would see the day when taylor swift would direct a ten minute all too well short film starring sadie sink and dylan o’brien but here we are"	[]	['taysdaisyy']
pastelcappucino	"RT @ine8s: ""no body no crime"" �� words by taylor swift, art by me! 

a lot of time and effort went into it and I'm so nervous to post it, I…"	[]	['ine8s']
veonszu	Taylor Swift Takes Another Step Towards Building Her Empire By Trademarking Her “Swifty” Phrases  http://buff.ly/1frZlTA  via @WendelRosen	[]	['wendelrosen']
dashhudson	What Taylor Swift & Jay Z Can Teach You About Content Marketing  http://buff.ly/2coMcJJ  via @sujanpatel pic.twitter.com/KCQeutZdbb	[]	['sujanpatel']
jbgordon	Karlie Kloss and Taylor Swift show off serious sparkle at the @victoriassecret fashion show, Karlie…  http://instagram.com/p/grD3-3AxzU/ 	[]	['victoriassecret']
clairembiggs	@laurengloyne Taylor Swift has a new boyfriend. Please wake up from your nap and talk to me about this	[]	['laurengloyne']
ryanwneal	"Now we got bad blood:
""Ex-LPL broker ripped off clients using phony Taylor Swift charity""  https://www.investmentnews.com/article/20191011/FREE/191019981/ex-lpl-broker-ripped-off-clients-using-phony-taylor-swift-charity … via @investmentnews"	[]	['investmentnews']
MirrorCeleb	"Mirror Celeb
19hOscars viewers compare DJ Khaled moment to Kanye interrupting Taylor Swift
https://mirror.co.uk/3am/celebrity-news/oscars-viewers-compare-cringey-dj-26571964…"	[]	['MirrorCeleb']
alicegoldfuss	RT @EARTHGHOSTPURRP: i wanna thank taylor swift because these conspiracies are the only thing holding 2 million white women back from QAnon	[]	['EARTHGHOSTPURRP']
zabackj	"RT @NJGov: We’re in our Taylor (Swift) Ham era.

The king of our heart @govmurphy has declared the Taylor Swift Ham, Egg, and Cheese the of…"	[]	['NJGov', 'GovMurphy']
3fecta	RT @DougJBalloon: The real winner in the Taylor Swift-Matt Healy break up?  Florida governor Ron DeSantis.	[]	['DougJBalloon']
rwintin7	RT @sportswithjohn: TAYLOR SWIFT IS BLESSING INDIANAPOLIS WITH HER PRESENCE ON THREE CONSECUTIVE NIGHTS THIS IS THE GREATEST DAY IN THE HIS…	[]	['sportswithjohn']
alexandergold	"Nothing could have prepared me for the sexiness that was Taylor Swift singing ‘False God’ with a saxophonist on @nbcsnl.

*breathes heavily*"	[]	['nbcsnl']
billboard	"billboard
Dec 12The Academy has withdrawn the Grammy nominations for Taylor Swift, Jack Antonoff and St. Vincent for Olivia Rodrigo's 'Sour.'
billboard.com
Taylor Swift, Jack Antonoff & St. Vincent Are No Longer Grammy Nominees for Olivia Rodrigo’s ‘Sour’
Taylor Swift, Jack Antonoff and St. Vincent are no longer Grammy nominees for Olivia Rodrigo’s 'Sour,' which contains an interpolation of their song."	[]	['billboard']
YahooFinance	Why Taylor Swift's 'evermore,' 'folklore' success could mean more surprise albums yhoo.it/3gDZSDt by @alliecanal8193 pic.twitter.com/jZNAi4weUj	[]	['alliecanal8193']
gosia_lo	RT @PopCrave: Taylor Swift is now legally allowed to re-record “Look What You Made Me Do.” https://t.co/hxmwp37eXW	[]	['PopCrave']
buzz60	Judge uses Taylor Swift's lyrics to dismiss $42 million dollar lawsuit:  http://aol.it/1kSgQPM  (by @TheKeriLumm) pic.twitter.com/O0FSAXfbq6	[]	['thekerilumm']
mydrobe	Taylor looks fabulous! #MyDROBEloves RT @gossipgirl Are you loving or loathing these retro looks on Taylor Swift?  http://gossipgirl.alloyentertainment.com/taylor-swift-elle-2013/ … …	['#mydrobeloves']	['gossipgirl']
badtay23	Taylor Swift added a @NICKIMINAJ song on her new playlist on spotify 😌.  https://open.spotify.com/playlist/37i9dQZF1DWThgNheFWFyv?si=b88L42BaT1K_ST7ZtdgYsA … pic.twitter.com/IwzFO30KN3	[]	['nickiminaj']
altlegalhq	Taylor Swift shakes off lawsuit, thanks to pun filled decision via @businessinsider @thisisjelli  http://buff.ly/1Mq2bT3 	[]	['businessinsider', 'thisisjelli']
SCMPNews	"South China Morning Post
13hAre Kanye West, Taylor Swift responsible for their toxic fans? How cyberbullying persists in fandoms and what celebrities can do to stop it
scmp.com
Are Kanye West, Taylor Swift responsible for their cyberbullying fans?
Social media has made fans feel closer to celebrities than ever before, and more likely to lash out on their behalf. Are stars like Taylor Swift and Kanye West responsible for their fans’ actions?"	[]	['SCMPNews']
JosephKahn	"Joseph Kahn
Oct 16We are at a restaurant with Mexican art and my wife is convinced they just plagiarized a Taylor Swift photo and drew Aztec make up over her."	[]	['JosephKahn']
HipHopNumbers	"RT @HipHopNumbers: No hip hop album has charted No. 1 on the BB200 so far in 2023...

Lil Durk projected to sell 125k - Taylor Swift will o…"	[]	['HipHopNumbers']
TheAtlantic	"BTS, Taylor Swift, Lil Uzi Vert, and more. 
@skornhaber
, Hannah Giorgis, James Parker, and 
@lenikacruz
 pick the best albums of 2020:The 16 Best Albums of 2020
A selection of the most illuminating music to come out of a dark year, handpicked by our staffers
theatlantic.com"	[]	['skornhaber', 'lenikacruz']
Brian_Orak	"@observantjackie I honestly couldn’t care less how Taylor Swift looks. Her music is what attracts me to her.

I think her music is amazing. I don’t care what her height and weight are as long as she’s happy and healthy and not succumbing to an ED."	[]	['observantjackie']
SCCTradingCards	"One of our favorite things about Super Break Supercharged is never knowing what we will see!  For instance this Taylor Swift Signed CD was just pulled by Steve in the break room!

#TaylorSwift #JSA #SuperCharged  @SuperBreakBoxes https://t.co/cyK2xfunAT"	['TaylorSwift', 'JSA', 'SuperCharged']	['SuperBreakBoxes']
roomsinc	Man Detained Outside Of Taylor Swift's New York Home via @Contactmusic -  http://buff.ly/23LDI2U  pic.twitter.com/DJGjzj9sXi	[]	['contactmusic']
davidmoth	@larakiara once you've listened to Taylor Swift 5 times it starts to grow on you. Give it a try.... pic.twitter.com/2hCJu63zOg	[]	['larakiara']
jotopr	Taylor Swift named 'most influential' person on Twitter in 2018  https://cnet.co/2TWWWWP  via @CNET #social #taylorswift #twitter	['#social', '#taylorswift', '#twitter']	['cnet']
conormyhrvold	"Taylor Swift Argentina Tickets Are a Bargain With Inflation Over 100%. 
On Friday, Swift announced two November shows in Buenos Aires. Promoter sells 24,000 tickets with six interest-free payments: https://t.co/aX3vNHpiDp via @markets 🇦🇷 🎶👩‍🎤"	[]	['markets']
activeintl	Taylor Swift Videos More Popular Than Most Network TV, @Nielsen Numbers Show  http://buff.ly/1RiVs56  pic.twitter.com/XOOxwJvuf8	[]	['nielsen']
TheTorontoSun	"Toronto Sun
5hTaylor Swift, Obama lead tributes in star-studded Rock Hall of Fame ceremony https://bit.ly/3bsmV25"	[]	['TheTorontoSun']
chidambara09	"Taylor Swift gives an inside look of trailer park in behind the scenes footage for her music video | Daily Mail Online 
 https://www.dailymail.co.uk/tvshowbiz/article-7229957/Taylor-Swift-gives-inside-look-trailer-park-scenes-footage-music-video.html?ito=social-twitter_dailymailceleb …
#bigdata #singer #songwriter #taylorswift
#healthtech #musicvodeo #CNBC #WSJ 

via @chidambara09"	['#bigdata', '#singer', '#songwriter', '#taylorswift', '#healthtech', '#musicvodeo', '#cnbc', '#wsj']	['chidambara09']
mhairiforrest	RT @VanityFair: Taylor Swift has doled out more than $55 million in bonuses to those who worked on the U.S. leg of her sold-out Eras Tour.…	[]	['VanityFair']
i_D	"i-D
17hFrom country queen to cottagecore, by way of glittery pop stardom, we unpack all of Tay-tay’s iconic fashion eras. #RedTaylorsVersion
i-d.vice.com
A guide to Taylor Swift’s style evolution
From country queen to cottagecore, by way of glittery pop stardom, we unpack all of Tay-tay’s iconic fashion eras."	['RedTaylorsVersion']	['i_D']
kenjaques	RT @PeterSweden7: Just found out that I am ranked as the 70th most influential person on Twitter (ten places after Obama and Taylor Swift).…	[]	['PeterSweden7']
dipurple	More #edfringe yesterday with the excellent and emotional Hedgehog by @Thephilellis. If he were Taylor Swift, this show would be his Folklore.	['edfringe']	['Thephilellis']
ryanWneal	RT @conorsen: The whole grifting-industrial complex basically collapsed overnight the moment Taylor Swift announced her tour.	[]	['conorsen']
douglasholtzman	Katy Perry edges out former foe Taylor Swift to top Forbes' highest-paid women in music list - Yahoo Entertainment  https://www.yahoo.com/entertainment/katy-perry-edges-former-foe-taylor-swift-top-forbes-highest-paid-women-music-list-014221305.html … via @GoogleNews @katyperry @taylorswift13 #entertainment #business #money #music #MusicIndustry #HighestPaid	['#entertainment', '#business', '#money', '#music', '#musicindustry', '#highestpaid']	['googlenews', 'katyperry', 'taylorswift13']
mbalexan	"Yesterday’s quote from @ShebbyHall (when talking all time favorite albums), “Taylor Swift - Fearless! Hands down!” 

This guys is def marriage material ladies. ☝️☝️☝️ @taylorswift13"	[]	['shebbyhall', 'taylorswift13']
consequence	"Taylor Swift calls Lana Del Rey the ""most influential person in pop"" during her Billboard Woman of the Decade speech:  http://cos.lv/56p150xzDTi  #TaylorSwift #BillboardWomanOfTheDecade pic.twitter.com/eTv8WnSsbN"	['#taylorswift', '#billboardwomanofthedecade']	['taylorswift13', 'bbmas', 'bigmachine']
brooklyndecker	@ErinAndrews @WillTom9 @chrissyteigen EA's singing, dancing, and taylor swift impersonating skills are spectacular....	[]	['erinandrews', 'willtom9', 'chrissyteigen']
PGrumpman1	"RT @gussilber: My current favourite misheard lyric, from Paul Simon's mesmerising new album, Seven Psalms, is:  ""The Lord is a Taylor Swift…"	[]	['gussilber']
LEBassett	RT @FranziaMom: i think it’s cool that Taylor Swift, who makes very normal music, has a fanbase that requires a Department of Defense speci…	[]	['FranziaMom']
addarioandrea	RT @ashtonpittman: Taylor Swift began her career in country under the shadow of the Dixie Chicks being banned from country radio for speaki…	[]	['ashtonpittman']
davorg	♫ My Top 5 #lastfm artists: Lana Del Rey (20), Rain Tree Crow (13), Taylor Swift (11), Lorde (9) &amp; Lemon Jelly (7) via @tweeklyfm	['lastfm']	['tweeklyfm']
aliaswinter	"RT @notwildscreamz: Taylor Swift has gained over 1,000,000,000 streams on Spotify last week.

She’s the first artist in history to pass the…"	[]	['notwildscreamz']
dinahaddie	@ZoeOeoZ @RickShag It wasn’t the feelings part so much that I was referring to, more the listening to a Taylor Swift song on repeat part :)	[]	['ZoeOeoZ', 'RickShag']
marinakoren	For updates and news about Taylor Swift's sexual-assault trial, follow @CJRosenbaum  https://www.buzzfeed.com/buzzfeednews/taylor-swift-dj-trial …	[]	['cjrosenbaum']
alexnazaryan	“Mirror, mirror, on the wall, RIP to the fan who thought Taylor Swift was the baddest bitch of all.” @AnneBranigin  https://www.google.com/amp/s/thegrapevine.theroot.com/all-these-women-of-color-are-badder-than-taylor-swift-1820979428/amp …	[]	['annebranigin']
FOSAdam	RT @FOS: Taylor Swift has generated an equivalent brand value of $331.5 million for the Chiefs and the NFL, Apex Marketing Group tells FOS.…	['']	['FOS']
theirnewstart	RT @MegNumbers: What I’m learning from Barbie and the Taylor Swift tour is that women want to get dressed up and go places and have fun and…	[]	['MegNumbers']
kvburton657	"RT @blessedswifty: 🚨 | Taylor Swift ""messed up"" while performing ""right where you left me"", she will perform the song again soon! https://t…"	[]	['blessedswifty']
fiyaevermore	RT @swifterous: if you love the great war by taylor swift you’re automatically hot I don’t make the rules	[]	['swifterous']
wdwdisneyland7	"everything we know about KARMA: the lost taylor swift album https://youtu.be/vVoJ_i5hPT0 via 
@YouTube
youtube.com
everything we know about KARMA: the lost taylor swift album
ALL I THINK ABOUT IS KARMA.you heard that right, we are doing a DEEP dive into my very favorite and most convincing taylor swift conspiracy theory: Karma, th..."	[]	['YouTube']
RuncieDan	"The next big innovation in music.
 
“Opening TikTok and adding a Taylor Swift song to your post, [and] also remixing the song, or you're adding your own vocals or you're actually changing it.”

- @tatianacirisano https://t.co/hvac47AxtI"	[]	['tatianacirisano']
bennewmark	"RT @gem1001: @bennewmark No fancy screenshot to use from Apple Music. Top artists:
1. Johnny Flynn and Robert Macfarlane
2. Taylor Swift
3.…"	[]	['gem1001', 'bennewmark']
dontwannashare	Well I didn't spoil it for anyone online that I know of but two irls were really really getting on my nerves and slutshaming, bodyshaming Taylor Swift so I lost my patience and spoiled it for them.	[]	['wearethefoxes99']
1013kdwb	@LoverofBops Stop what you're doing and listen to 101.3 KDWB! ME! by TAYLOR SWIFT / BRENDON URIE is about to play!  http://ftur.io/7thP6H 	[]	['loverofbops']
thedapperdiner	@Bordash this commerical with Taylor Swift trying to shake a cocktail is so annoying... pic.twitter.com/WrDRByrRGK	[]	['bordash']
GlamourMagUK	"British GLAMOUR
Nov 18glamourmagazine.co.uk
Fans think Taylor Swift is releasing 'Speak Now' as her next 'Taylor's Version' – here's why
The 2010 album could getting the 2021 treatment..."	[]	['GlamourMagUK']
NYMag	"New York Magazine
Nov 16The release of ""Red (Taylor’s Version),"" has resurfaced a question that has plagued scientists and Swifties alike for nearly a decade: Where is Taylor Swift’s scarf?
thecut.com
Where the Hell Is Taylor Swift’s Scarf?
Someone may have located the scarf that Jake Gyllenhaal reportedly kept from that very first week …"	[]	['NYMag']
wheretraveler	"Music lovers, here’s your chance to win a trip to #NYC to enjoy the NEW Taylor Swift Experience at the @PruCenter #GRAMMYMuseumExp. Enter daily at  http://ow.ly/Cx0l30jdCSg 
#TaylorSwiftEXP pic.twitter.com/vw7IGaibrZ"	['#nyc', '#grammymuseumexp', '#taylorswiftexp']	['prucenter']
rickwtyler	"Should we expect 
@MattGaetz
 to pull a Kanye West at the joint-session of Congress accepting the Electoral College vote results?
 https://rollingstone.com/music/music-country/kanye-west-storms-the-vmas-stage-during-taylor-swifts-speech-83468/… via 
@RollingStoneKanye West Storms the VMAs Stage During Taylor Swift's Speech
Taylor Swift won in the Best Female Video category for ""You Belong With Me,"" which beat out Beyoncé's ""Single Ladies (Put a Ring On It).""
rollingstone.com"	[]	['MattGaetz', 'RollingStoneKanye']
teamnotey	Taylor Swift's #Cat Scratches her $40 Million Legs!  http://ow.ly/Kq6IS  thx @justjared via Notey - her Tweet is just puuuurfect haha!	['#cat']	['justjared']
meetmytalent	"Danielle Peters @DanielleAlanah #Singing ""Safe and Sound"" by Taylor Swift ft. The Civil Wars --  http://www.meetmytalent.com/user_account_description.php?usr=21c8c6fe84e5e7a76b305cd898a0b942443dec3062d0286986e21dc0631734c9d3cab46175fc49daadeec369a71838ca&type=yt&vid=2888 …"	['#singing']	['daniellealanah']
gabbydawnallen	The monologue at the beginning of Taylor swifts 'I knew you were trouble' just does not go with the funky sounding song. @LucySouth	[]	['lucysouth']
nyusteinhardt	Swift Action: @larrysmiller spoke w/@CBSThisMorning about Apple's change of heart, thanks to Taylor Swift  http://cbsn.ws/1ftXJJs  #MusicBiz	['#musicbiz']	['larrysmiller', 'cbsthismorning']
cityshopgirl	Good morning.  What is good today.  Loving Taylor Swift and @RachelPlatten duet together.  #FightSong  http://bit.ly/1IXkXUP 	['#fightsong']	['rachelplatten']
gabriellecj	I had so much fun talking to ⁦@bkjabour⁩ about the phenomenon that is Taylor Swift &gt;&gt; Is Australia in its Taylor Swift era? – Full Story podcast https://t.co/PMrSUcXAKB	[]	['bkjabour']
creates_sparkle	"If you see this ur obligated to list 10 fav artists (in no particular order)
1 demi lovato
2 taylor swift
3 mumford and sons
4 sia
5 the black keys
6 shakira
7 @Beyonce 
8 camilacabello
9 @KassiAshton 
10 @carrieunderwood https://twitter.com/Colormekrazzy/status/1240346504088268800 …"	[]	['beyonce', 'kassiashton', 'carrieunderwood']
geoffbelknap	RT @PopCrave: Taylor Swift looks incredible for ‘The Tonight Show Starring Jimmy Fallon.’ #TaylorOnFallon https://t.co/2uWt89F0cb	['TaylorOnFallon']	['PopCrave']
Beakerlives	"RT @JFrankensteiner: Martin Scorsese: There's no more time

Ridley Scott: I simply will never die

Paul Schrader: Taylor Swift is the light…"	['']	['JFrankensteiner']
shivampercy	RT @tswifterastour: 🚨| Taylor Swift has entered the “evermore” era at tonight’s show of ‘The Eras Tour’ in Seattle, Washington!🥂 #TSTheEras…	[]	['tswifterastour']
nealrogers	RT @chrisgeidner: In celebrating Pride Month, Taylor Swift just talked about how much she loves her audiences supporting one another, then…	[]	['chrisgeidner']
CapitalFMKenya	RT @TheSauceKe: Taylor Swift Songwriting Course To Be Offered At A University In Texas https://t.co/Kpf8AgTPjk	[]	['TheSauceKe']
stateofarabella	RT @hushmirrorball: thank god taylor swift announced midnights because I don't know how I would've survived the post august saltless air de…	[]	['hushmirrorball']
TheDannyCage	RT @CannataPFN: My 9-year-old daughter couldn't wait to watch Dolphins vs. Chiefs this past weekend because of Taylor Swift &amp; Travis Kelce.…	['']	['CannataPFN']
ericakuhl	I have too many favorites to list but the  Saturday Night Fever vs. Metallica, Dirty Dancing vs House Of Pain and Austin Powers vs. Taylor Swift got me howling!!!  Thank you Bret for sharing this - it’s amazing!	[]	['btaylor']
ordinarytimemag	"""After nonstop wall to wall coverage of events like “raid” on Area 51 & daily briefings on the the inner thoughts of Taylor Swift"" writes @atomickristin ""things that actual have the potential to disrupt my life & the lives of my family are being ignored""
 https://wp.me/pq7zY-1oeZ "	[]	['atomickristin']
fashionweeknyc	Taylor Swift is the cover star of the @VanityFair September 2015 Issue 😍😍😍 pic.twitter.com/jRGacvTop3	[]	['vanityfair']
THR	"The Hollywood Reporter
Nov 12Taylor Swift Performs ‘All Too Well (10-Minute Version)’ for the First Time at Short Film Premiere
hollywoodreporter.com
Taylor Swift Performs ‘All Too Well (10-Minute Version)’ for the First Time at Short Film Premiere
Swift was joined by 'All Too Well the Short Film' stars Sadie Sink and Dylan O'Brien in NYC for the film's premiere."	[]	['THR']
tmz	Taylor Swift Blasts Trump For Threatening Violence Against Protesters: 'We Will Vote You Out' (via @Fox411) http://tmz.me/pgzBtlP 	[]	['fox411']
pastelcappucino	RT @taylornation13: Make some noise for the beautiful Taylor Swift in the building!!!  #MTVEMA https://t.co/Ou7y0DWVnn	['MTVEMA']	['taylornation13']
othersuns	@wardamnmegs My interior life is nowhere near a Taylor Swift song! It’d prob scare her! I’m reaching my limit of tolerance	['']	['wardamnmegs']
shefinds	Taylor Swift Just Got Back Together With This Famous Ex  https://www.bloglovin.com/blogs/shefinds-18153453/taylor-swift-just-got-back-together-with-5714113083 … on @bloglovin	[]	['bloglovin']
thecurrent	"Thanks for the message. We have been playing “Exile” by Taylor Swift featuring Bon Iver. You can check out our playlist here: 
 https://www.thecurrent.org/playlist 

And you can listen to our stream here:  https://thecurrent.org/listen "	[]	['randswif', 'melodramaswift1', 'taylorswift13', 'boniver']
elanalyn	Early Reviews Are IN: Critics Gush Over Taylor Swift’s ‘Folklore’ via @forbes https://www.forbes.com/sites/alexandrasternlicht/2020/07/24/early-reviews-are-in-critics-gush-over-taylor-swifts-folklore/ …	[]	['forbes']
ddirkinho	"Awesome.Capital J
@ohcauseshesdead
 · Apr 19, 2019
Taylor Swift as the redacted Mueller report: a thread
Show this thread"	[]	['ohcauseshesdead']
AptTherapy	"Apartment Therapy
16hYou Can Buy Taylor Swift’s Childhood Home
apartmenttherapy.com
You Can Buy Taylor Swift’s Childhood Home
If you want to prove you’re the biggest Swifty of them all, then you may want to put your money where your mouth is. Taylor Swift’s childhood home in Reading, Pennsylvania  — the house where songs..."	[]	['AptTherapy']
TraceyKent	RT @LiZaOutlives: Liza Minnelli has outlived Taylor Swift and Matty Healy's relationship. They have broken up.	[]	['LiZaOutlives']
